name,type,temp_c,humidity_pct,seasons,spoilage_status,CO2_ppm,Ethylene_ppm,NH3_ppm,H2S_ppm,VOC_ppm,O2_%,Transit_Duration_hrs,source,min_optimal_temp,max_optimal_temp,min_optimal_humidity,max_optimal_humidity,shelf_life
Pork Loin,General_IoT,8.4,86.9,Monsoon,OK,1866.5,0.694,3.614,1.2819,433.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.5,84.3,Monsoon,WARN,2565.3,0.951,6.447,5.0612,504.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.9,66.7,Monsoon,WARN,874.9,1.377,5.659,3.6723,264.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.0,93.1,Monsoon,WARN,2844.4,3.276,14.064,6.4204,442.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.7,72.4,Monsoon,OK,2831.6,2.457,7.626,0.6633,288.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.4,72.7,Monsoon,OK,2248.1,5.883,5.469,4.4389,267.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.3,70.1,Monsoon,WARN,1690.5,0.388,16.696,2.8327,414.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.5,78.8,Monsoon,WARN,893.7,5.026,12.733,5.8943,177.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.6,78.3,Monsoon,OK,2892.8,0.806,7.238,1.5604,540.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.7,79.1,Monsoon,WARN,488.7,3.516,16.173,5.5312,203.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.6,67.4,Monsoon,WARN,1314.4,1.619,3.39,4.2835,49.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.7,90.1,Monsoon,WARN,1077.5,3.966,12.786,4.8441,145.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.0,65.3,Monsoon,WARN,1039.2,0.091,14.754,2.2551,497.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.3,70.3,Monsoon,WARN,2491.1,1.366,0.434,2.8314,432.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.4,93.5,Monsoon,WARN,2033.7,0.147,12.481,3.2916,307.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.2,78.1,Monsoon,WARN,1960.8,4.77,15.779,2.5896,241.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.6,65.6,Monsoon,WARN,2760.5,5.032,16.38,6.3537,280.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.4,86.7,Monsoon,WARN,2201.2,1.898,16.297,1.7166,61.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.0,81.8,Monsoon,WARN,1291.6,1.622,14.726,5.0808,72.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.9,79.1,Monsoon,WARN,418.2,1.861,8.88,5.604,176.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.0,70.9,Monsoon,OK,1553.9,2.661,1.182,0.5786,357.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.3,77.2,Monsoon,WARN,2669.2,2.261,3.38,6.1019,222.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.8,81.0,Monsoon,WARN,442.8,5.611,7.031,7.294,13.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.7,78.0,Monsoon,WARN,421.7,5.119,0.836,7.2742,60.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.6,71.5,Monsoon,WARN,513.9,1.163,2.247,6.6051,145.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.1,78.8,Monsoon,WARN,1364.7,4.246,8.976,1.9334,74.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.4,90.9,Monsoon,ALERT,1605.0,6.728,17.611,7.812,389.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.0,83.1,Monsoon,WARN,2203.1,1.629,17.959,0.7716,332.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.9,73.5,Monsoon,WARN,2581.3,2.384,5.49,8.3526,100.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.9,86.0,Monsoon,WARN,1387.7,5.927,4.601,0.8901,254.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.0,84.2,Monsoon,WARN,2370.2,2.971,17.675,1.1378,215.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.2,78.2,Monsoon,WARN,2166.4,0.676,12.569,4.3939,65.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,2.9,72.7,Monsoon,WARN,595.1,2.422,4.857,3.9103,165.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,10.1,94.6,Monsoon,WARN,1615.6,5.423,1.088,1.108,560.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.2,87.3,Monsoon,WARN,1180.9,4.36,14.37,3.8672,239.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.2,81.4,Monsoon,WARN,418.0,0.383,13.871,1.7013,154.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.7,89.2,Monsoon,WARN,660.7,0.204,3.749,3.2965,300.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.2,94.9,Monsoon,WARN,1452.7,1.441,5.285,5.2255,89.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.7,83.5,Monsoon,WARN,1943.7,1.281,3.811,4.4121,151.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.4,82.3,Monsoon,ALERT,1053.5,0.518,20.426,5.8477,147.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,10.3,67.1,Monsoon,WARN,1936.6,4.747,3.077,7.5811,300.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.3,78.3,Monsoon,WARN,1534.7,4.92,14.346,1.9448,591.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,12.0,71.4,Monsoon,ALERT,802.3,3.422,16.088,6.029,482.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.4,80.2,Monsoon,ALERT,2896.2,3.22,20.054,2.9276,301.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.9,75.1,Monsoon,WARN,1214.3,6.371,13.102,1.3257,185.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.1,84.4,Monsoon,WARN,1529.3,2.978,16.568,1.6634,288.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,12.3,65.4,Monsoon,ALERT,504.0,1.554,14.98,5.0632,613.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.1,84.4,Monsoon,ALERT,943.1,1.792,11.186,5.9412,485.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.6,88.7,Monsoon,WARN,1070.0,4.155,19.557,0.3479,467.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.9,73.9,Monsoon,ALERT,731.7,8.096,16.099,2.6446,247.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,11.6,89.2,Monsoon,ALERT,594.0,0.875,18.728,6.3316,359.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.4,94.6,Monsoon,ALERT,2676.8,1.63,2.997,6.1761,342.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.6,76.9,Monsoon,ALERT,1598.8,4.135,10.988,8.8452,494.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,12.3,73.7,Monsoon,ALERT,1408.6,5.932,1.088,10.467,136.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,11.2,83.0,Monsoon,ALERT,2928.4,3.333,21.308,7.9822,214.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,4.4,90.2,Spring,OK,554.3,2.092,13.201,1.921,74.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.4,77.2,Spring,OK,1122.2,4.635,7.489,4.7351,168.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,3.7,76.6,Spring,OK,1560.7,4.129,7.919,4.1711,432.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,4.4,68.2,Spring,OK,855.3,1.55,3.902,0.3545,263.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.3,65.5,Spring,WARN,2416.4,4.269,12.882,4.6138,373.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,2.8,89.3,Spring,OK,1096.2,2.671,14.111,2.1876,96.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.7,87.4,Spring,WARN,952.7,0.074,10.42,4.2205,330.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,7.6,79.6,Spring,OK,2585.8,0.819,5.252,1.4726,115.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,2.6,87.6,Spring,WARN,1381.9,1.622,10.923,2.8732,507.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.5,91.6,Spring,WARN,1919.6,2.966,9.921,0.7916,507.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.9,89.0,Spring,WARN,2920.6,2.922,5.66,5.6548,81.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,3.8,66.2,Spring,WARN,650.6,3.661,11.906,2.7328,281.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.2,94.8,Spring,WARN,2185.5,1.136,11.69,2.9851,397.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.9,89.2,Spring,WARN,1118.8,0.9,9.243,3.8543,123.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,7.0,77.6,Spring,WARN,1649.5,1.204,15.221,5.1978,239.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.0,92.4,Spring,WARN,624.8,4.63,1.513,5.6507,423.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,10.0,89.7,Spring,WARN,1864.1,3.187,6.878,5.2499,497.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,4.8,78.5,Spring,WARN,1706.7,5.688,9.616,5.5509,129.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.8,83.8,Spring,WARN,1564.9,3.262,11.274,5.2159,527.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.5,74.4,Spring,WARN,1942.7,4.831,1.3,5.5699,294.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,4.4,66.7,Spring,WARN,1910.7,5.926,6.283,5.0299,342.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,5.6,77.3,Spring,WARN,1765.3,5.757,14.641,4.5226,221.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.7,65.8,Spring,ALERT,2609.3,3.342,12.698,5.4572,63.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,10.2,65.8,Spring,WARN,2551.6,2.457,0.121,4.8352,463.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.5,69.3,Spring,ALERT,1838.5,1.396,15.546,6.2646,285.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.7,74.5,Spring,WARN,1493.9,3.173,5.706,2.8633,289.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.5,88.0,Spring,ALERT,2583.6,5.544,11.584,0.7091,188.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.2,68.8,Spring,ALERT,643.4,3.806,8.421,6.2104,130.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,10.9,68.1,Spring,ALERT,598.5,5.683,1.137,6.8851,365.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,11.5,71.0,Spring,ALERT,1793.0,2.082,7.903,5.4304,457.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.8,73.0,Spring,OK,1508.5,2.066,4.379,2.3651,407.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.1,89.4,Spring,OK,572.6,0.682,3.269,1.5965,117.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.1,92.5,Spring,OK,1963.7,0.76,10.69,2.2662,61.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,2.3,67.7,Spring,OK,1853.9,3.379,14.011,3.3155,502.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.4,75.4,Spring,OK,2321.1,3.036,8.278,4.2406,21.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.3,76.7,Spring,OK,2290.6,3.291,5.319,1.8978,151.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.8,93.4,Spring,OK,2733.7,3.525,1.2,2.2166,287.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.4,76.6,Spring,OK,2712.3,1.36,11.002,3.0822,358.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.2,72.2,Spring,OK,923.3,4.386,14.761,2.3956,441.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.0,70.6,Spring,OK,1850.4,2.043,2.98,2.5926,313.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.3,72.2,Spring,WARN,852.1,0.186,15.202,4.6019,437.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.2,67.2,Spring,OK,2970.3,5.346,11.603,3.2116,464.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.8,69.5,Spring,OK,1191.5,0.682,13.191,1.7508,327.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.7,92.2,Spring,OK,1529.1,4.865,4.976,2.2463,37.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.4,75.7,Spring,OK,2751.9,3.494,6.255,2.0493,311.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.4,89.4,Spring,OK,1176.4,1.241,0.738,5.2529,420.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.6,93.1,Spring,OK,2918.2,5.368,12.939,1.6065,296.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.4,79.1,Spring,OK,1027.1,1.473,3.875,2.2683,207.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.0,88.5,Spring,OK,1590.8,3.483,8.687,2.0403,43.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.3,78.1,Spring,OK,646.4,4.123,3.265,5.1803,274.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,2.9,67.5,Spring,OK,639.5,1.381,1.104,3.1771,228.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.5,83.5,Spring,OK,1454.0,2.545,8.917,0.8506,413.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.3,72.3,Spring,OK,2502.5,5.747,1.24,1.2114,406.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.3,78.0,Spring,WARN,1271.6,5.749,11.129,6.1513,20.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.8,79.4,Spring,OK,668.1,1.989,1.312,4.0747,86.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.3,68.9,Spring,WARN,2617.5,0.205,4.835,2.2111,477.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.2,84.9,Spring,WARN,1996.3,0.485,0.816,5.3678,148.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.8,70.4,Spring,WARN,1385.0,5.021,17.122,1.1209,407.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.8,77.0,Spring,WARN,2408.5,2.839,5.303,5.7417,104.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.5,93.5,Spring,WARN,1043.5,4.078,13.356,3.4285,504.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.5,77.1,Spring,WARN,2413.4,1.162,6.023,2.839,537.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.5,93.8,Spring,OK,1361.3,4.161,4.433,0.4483,513.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.2,76.1,Spring,WARN,1150.2,6.55,8.036,2.0472,433.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.0,85.7,Spring,WARN,2807.4,4.187,2.317,5.79,315.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,9.4,79.8,Spring,WARN,1940.2,2.276,5.48,0.6315,367.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.2,93.2,Spring,WARN,1145.2,3.356,10.093,3.3132,383.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.0,83.5,Spring,WARN,2355.3,5.356,14.116,0.6081,64.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.0,84.7,Spring,WARN,2206.1,1.672,1.644,3.9172,127.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.9,89.4,Spring,WARN,2893.2,0.142,16.992,7.2057,228.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.8,88.5,Spring,WARN,1939.6,5.338,5.6,3.1908,193.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.6,71.2,Spring,WARN,2521.5,3.225,11.359,6.134,343.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.8,67.4,Spring,WARN,2136.2,2.901,3.449,7.4706,419.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.2,74.9,Spring,WARN,1960.2,6.788,0.631,0.8982,210.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.5,82.6,Spring,WARN,2379.7,1.615,1.561,2.2754,166.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.0,73.4,Spring,WARN,2546.4,4.981,10.583,0.755,45.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.5,81.3,Spring,WARN,669.7,2.044,0.202,5.5759,351.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.6,89.9,Spring,WARN,1484.8,0.878,8.173,7.9507,591.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.0,88.1,Spring,WARN,1070.3,6.823,17.548,2.6245,162.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.8,85.1,Spring,WARN,1662.7,4.383,18.596,1.8158,328.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,11.2,88.7,Spring,WARN,701.6,5.794,17.363,0.8642,409.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,10.2,84.7,Spring,WARN,1152.3,6.304,2.385,4.1344,382.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.9,71.4,Spring,WARN,1534.0,2.77,16.983,3.4251,517.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.3,94.1,Spring,ALERT,2109.8,5.949,7.655,9.1486,110.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,3.6,92.6,Spring,WARN,966.3,4.54,1.038,3.9694,403.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.9,84.7,Spring,ALERT,2322.9,0.026,18.226,5.8995,179.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.6,80.8,Spring,WARN,2765.5,4.659,8.689,4.7223,597.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,7.6,77.1,Spring,ALERT,1350.6,2.318,16.033,1.3807,606.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.0,84.6,Spring,WARN,1453.2,2.992,0.533,0.0758,23.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,6.6,80.3,Spring,WARN,2884.9,1.43,8.756,0.3907,434.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,10.3,77.3,Spring,ALERT,1958.7,7.807,13.984,7.7526,70.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,5.6,75.5,Spring,WARN,2461.1,1.843,3.388,5.4117,120.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,4.8,70.8,Spring,WARN,2999.8,2.384,12.412,0.0126,66.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,10.9,93.1,Spring,ALERT,1302.3,6.911,0.63,7.7121,129.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,11.0,65.2,Spring,ALERT,2816.7,5.184,6.132,9.3226,230.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,3.8,92.3,Spring,OK,2252.0,1.513,4.941,3.0663,437.1,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,5.9,81.7,Spring,OK,2479.7,4.42,4.318,0.6445,27.8,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,3.4,94.4,Spring,OK,1854.0,0.137,10.798,5.1362,239.5,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,6.2,86.6,Spring,WARN,1051.5,1.229,13.949,3.7178,304.6,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Leafy Greens,General_IoT,8.0,82.8,Spring,OK,1195.8,2.837,11.83,1.4803,296.8,11.55,29.450000000000003,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
